,Name,URL,Functional_Group,Popularity %,Short_Code,Duplicate,Duplicate Notes,Verified,Has_Calcification_Rates
247,Arb Acro - Thick <20cm,https://coralnet.ucsd.edu/label/5342/,Hard coral,43,TARBA20,False,,False,False
248,Arb Acro - Thick >50cm,https://coralnet.ucsd.edu/label/5344/,Hard coral,47,TARBA50,False,,False,False
249,Arborescent Acro 20-50cm,https://coralnet.ucsd.edu/label/5327/,Hard coral,50,ARBA2050,False,,False,False
250,Arborescent Acro <20cm,https://coralnet.ucsd.edu/label/5326/,Hard coral,53,ARBA20,False,,False,False
251,Arborescent Acro >50cm,https://coralnet.ucsd.edu/label/5328/,Hard coral,51,ARBA50,False,,False,False
252,ARMS-CREP-Coral,https://coralnet.ucsd.edu/label/1885/,Hard coral,72,_CO,True,Duplicate of Hard coral,False,False
253,Astrangia,https://coralnet.ucsd.edu/label/2568/,Hard coral,0,Astran,False,,True,False
254,Astrangia poculata,https://coralnet.ucsd.edu/label/1460/,Hard coral,50,AstranPoc,False,,True,False
255,Astrangia sp.,https://coralnet.ucsd.edu/label/528/,Hard coral,0,ASTR,False,,False,False
256,Astrea,https://coralnet.ucsd.edu/label/2616/,Hard coral,73,Astrea,False,,True,True
257,Astrea annuligera,https://coralnet.ucsd.edu/label/6502/,Hard coral,18,Astannulig,False,,False,False
258,Astrea curta,https://coralnet.ucsd.edu/label/3518/,Hard coral,55,AstrCurt,False,,True,False
259,Astrea_encrusting,https://coralnet.ucsd.edu/label/5265/,Hard coral,44,atrenc,False,,False,False
260,Astrea_massive,https://coralnet.ucsd.edu/label/5070/,Hard coral,35,atrmas,False,,False,False
261,Astrea spp._bleached,https://coralnet.ucsd.edu/label/5428/,Hard coral,26,ASTR_BL,False,,False,False
262,Astreopora,https://coralnet.ucsd.edu/label/60/,Hard coral,79,Astreo,False,,True,True
263,Astreopora cucullata,https://coralnet.ucsd.edu/label/6324/,Hard coral,18,cucullata,False,,False,False
264,Astreopora-Cyphastrea,https://coralnet.ucsd.edu/label/155/,Hard coral,32,AsCy,False,,False,False
265,Astreopora (encrusting),https://coralnet.ucsd.edu/label/611/,Hard coral,57,Astreo_enc,False,,True,False
266,Astreopora_encrusting,https://coralnet.ucsd.edu/label/4959/,Hard coral,52,astenc,True,Duplicate of Astreopora (encrusting),False,False
267,Astreopora expansa,https://coralnet.ucsd.edu/label/6325/,Hard coral,18,expansa,False,,False,False
268,Astreopora_foliose,https://coralnet.ucsd.edu/label/4937/,Hard coral,21,astfol,False,,False,False
269,Astreopora gracilis,https://coralnet.ucsd.edu/label/3972/,Hard coral,50,AstreoGra,False,,True,False
270,Astreopora incrustans,https://coralnet.ucsd.edu/label/4502/,Hard coral,40,AstreoInc,False,,True,False
271,Astreopora_laminar,https://coralnet.ucsd.edu/label/6926/,Hard coral,17,Astreo_la,False,,False,False
272,Astreopora listeri,https://coralnet.ucsd.edu/label/6326/,Hard coral,18,listeri,False,,False,False
273,Astreopora macrostoma,https://coralnet.ucsd.edu/label/6327/,Hard coral,20,macrostoma,False,,False,False
274,Astreopora (massive),https://coralnet.ucsd.edu/label/613/,Hard coral,59,Astreo_mas,False,,True,False
275,Astreopora_massive,https://coralnet.ucsd.edu/label/4958/,Hard coral,37,astmas,False,,False,False
276,Astreopora myriophthalma,https://coralnet.ucsd.edu/label/4483/,Hard coral,55,AstreoMyr,False,,True,False
277,Astreopora ocellata,https://coralnet.ucsd.edu/label/4484/,Hard coral,52,AstreoOce,False,,True,False
278,Astreopora Plate Like,https://coralnet.ucsd.edu/label/612/,Hard coral,43,AstPlat,False,,False,False
279,Astreopora randalli,https://coralnet.ucsd.edu/label/6328/,Hard coral,18,randalli,False,,False,False
280,Astreopora scabra,https://coralnet.ucsd.edu/label/6329/,Hard coral,18,scabra,False,,False,False
281,Astreopora spp.,https://coralnet.ucsd.edu/label/1943/,Hard coral,49,Ast_spp,True,Duplicate of Astreopora,False,False
282,Astreopora spp._bleached,https://coralnet.ucsd.edu/label/5430/,Hard coral,50,ASSP_BL,False,,False,False
283,Astreopora (sub-massive),https://coralnet.ucsd.edu/label/2272/,Hard coral,0,Astreo_sub,False,,True,False
284,Astreopora suggesta,https://coralnet.ucsd.edu/label/6330/,Hard coral,18,suggesta,False,,False,False
285,Astreopora (tabulate),https://coralnet.ucsd.edu/label/2271/,Hard coral,21,Astreo_tab,False,,True,False
286,Astreopora-Turbinaria,https://coralnet.ucsd.edu/label/152/,Hard coral,0,AsTu,False,,False,False
287,Aung Myo Hsan,https://coralnet.ucsd.edu/label/6254/,Hard coral,0,HC_A,False,,False,False
288,Australogyra,https://coralnet.ucsd.edu/label/7157/,Hard coral,9,Austra,False,,False,False
289,Australomussa,https://coralnet.ucsd.edu/label/6593/,Hard coral,0,Australo,False,,False,False
290,Balanophyllia,https://coralnet.ucsd.edu/label/2429/,Hard coral,21,Balanophy,False,,True,False
291,Balanophyllia elegans,https://coralnet.ucsd.edu/label/691/,Hard coral,56,BalEle,False,,True,False
292,Balanophyllia_NA,https://coralnet.ucsd.edu/label/6994/,Hard coral,0,Bal_na,False,,False,False
293,Barabattoia,https://coralnet.ucsd.edu/label/6876/,Hard coral,0,BBT,False,,False,False
294,Barabottia,https://coralnet.ucsd.edu/label/6875/,Hard coral,0,BTT,False,,False,False
295,B b,https://coralnet.ucsd.edu/label/6708/,Hard coral,0,B b,False,,False,False
296,Bernardpora,https://coralnet.ucsd.edu/label/6180/,Hard coral,35,Bern,False,,False,False
297,Bernardpora_encrusting,https://coralnet.ucsd.edu/label/6927/,Hard coral,0,Ber_en,False,,False,False
298,Bernardpora stuchnuryi,https://coralnet.ucsd.edu/label/6389/,Hard coral,18,stuchnuryi,False,,False,False
299,Blastomussa,https://coralnet.ucsd.edu/label/87/,Hard coral,67,Blast,False,,True,False
300,Blastomussa_encrusting,https://coralnet.ucsd.edu/label/6928/,Hard coral,0,Bla_en,False,,False,False
301,Blastomussa_massive,https://coralnet.ucsd.edu/label/6929/,Hard coral,0,Bla_mas,False,,False,False
302,Blastomussa merleti,https://coralnet.ucsd.edu/label/6557/,Hard coral,18,Blamerleti,False,,False,False
303,Blastomussa Sub-Massive,https://coralnet.ucsd.edu/label/2273/,Hard coral,0,Blast_subm,False,,True,False
304,Blastomussa wellsi,https://coralnet.ucsd.edu/label/6558/,Hard coral,18,Blawellsi,False,,False,False
305,Bleached,https://coralnet.ucsd.edu/label/5794/,Hard coral,0,B,False,,False,False
306,Bleached Acanthastrea,https://coralnet.ucsd.edu/label/2508/,Hard coral,48,BAcan,False,,False,False
307,Bleached Acanthastrea Sub-massive,https://coralnet.ucsd.edu/label/2260/,Hard coral,25,BlAcaSM,False,,False,False
308,Bleached Acropora,https://coralnet.ucsd.edu/label/2485/,Hard coral,74,B_Acro,False,,True,False
309,Bleached Acropora (arborescent),https://coralnet.ucsd.edu/label/4908/,Hard coral,0,B_Acr_arb,False,,False,False
310,Bleached Acropora branching,https://coralnet.ucsd.edu/label/203/,Hard coral,70,BAcroBr,False,,False,False
311,Bleached Acropora corymbose,https://coralnet.ucsd.edu/label/205/,Hard coral,59,BlAcro-Cor,False,,False,False
312,Bleached Acropora Digitate,https://coralnet.ucsd.edu/label/2252/,Hard coral,55,BlAcrDig,False,,False,False
313,Bleached Acropora Encrusting,https://coralnet.ucsd.edu/label/2253/,Hard coral,0,BlAcrEnc,False,,False,False
314,Bleached Acropora formosa.,https://coralnet.ucsd.edu/label/786/,Hard coral,61,B_ACfor,False,,False,False
315,Bleached Acropora tabulate,https://coralnet.ucsd.edu/label/202/,Hard coral,60,BAT,False,,False,False
316,Bleached Agaricia,https://coralnet.ucsd.edu/label/6788/,Hard coral,0,BLEAG,False,,False,False
317,Bleached Agaricia gahamae,https://coralnet.ucsd.edu/label/5047/,Hard coral,31,BL_AgGra,False,,False,False
318,Bleached Alveopora Encrusting,https://coralnet.ucsd.edu/label/2264/,Hard coral,0,BlAlvEnc,False,,False,False
319,Bleached Alveopora Sub-massive,https://coralnet.ucsd.edu/label/2261/,Hard coral,0,BlAlvSM,False,,False,False
320,Bleached Anomastraea,https://coralnet.ucsd.edu/label/3060/,Hard coral,0,B_Anon,False,,False,False
321,Bleached Astrangia,https://coralnet.ucsd.edu/label/6790/,Hard coral,0,BLEAST,False,,False,False
322,Bleached Astreopora,https://coralnet.ucsd.edu/label/206/,Hard coral,61,B_Astreo,False,,True,False
323,Bleached Astreopora Encrusting,https://coralnet.ucsd.edu/label/2265/,Hard coral,0,BlAstrEnc,False,,False,False
324,Bleached Astreopora Sub-Massive,https://coralnet.ucsd.edu/label/2268/,Hard coral,0,BlAstrSM,False,,False,False
325,Bleached Astreopora Tabulate,https://coralnet.ucsd.edu/label/2269/,Hard coral,0,BlAstrTab,False,,False,False
326,Bleached Blastomussa Sub-Massive,https://coralnet.ucsd.edu/label/2274/,Hard coral,0,BlBlastoSM,False,,False,False
327,Bleached branching,https://coralnet.ucsd.edu/label/4555/,Hard coral,45,BlB,False,,False,False
328,Bleached Colpophyllia natans,https://coralnet.ucsd.edu/label/4917/,Hard coral,34,BL_CoNat,False,,False,False
329,Bleached coral point,https://coralnet.ucsd.edu/label/6085/,Hard coral,0,BL,False,,False,False
330,Bleached Coscinarea,https://coralnet.ucsd.edu/label/207/,Hard coral,48,B_Cosc,False,,False,False
331,Bleached Coscinarea Encrusting,https://coralnet.ucsd.edu/label/2280/,Hard coral,0,BlCoscEnc,False,,False,False
332,Bleached Coscinarea Sub-Massive,https://coralnet.ucsd.edu/label/2277/,Hard coral,0,BlCoscSM,False,,False,False
333,Bleached Cycloseris,https://coralnet.ucsd.edu/label/3233/,Hard coral,0,B_Cyclo,False,,False,False
334,Bleached Cyphastrea,https://coralnet.ucsd.edu/label/208/,Hard coral,66,B_Cyph,False,,False,False
335,Bleached Cyphastrea ocellina,https://coralnet.ucsd.edu/label/3405/,Hard coral,21,BLCOce,False,,False,False
336,Bleached Cyphastrea Sub-Massive,https://coralnet.ucsd.edu/label/2283/,Hard coral,0,BlCypSM,False,,False,False
337,Bleached Diploastrea,https://coralnet.ucsd.edu/label/4782/,Hard coral,0,BDIPLO,False,,False,False
338,Bleached Diploria labyrinthiformes,https://coralnet.ucsd.edu/label/697/,Hard coral,63,DLAB-BL,False,,False,False
339,Bleached Dipsastraea,https://coralnet.ucsd.edu/label/3253/,Hard coral,64,B_Dipsa,False,,True,False
340,Bleached Echinophyllia,https://coralnet.ucsd.edu/label/210/,Hard coral,44,B_Echin,False,,False,False
341,Bleached Echinopora,https://coralnet.ucsd.edu/label/211/,Hard coral,64,B_Echinop,False,,True,False
342,Bleached Encrusting,https://coralnet.ucsd.edu/label/4558/,Hard coral,62,BlE,False,,False,False
343,Bleached Favia Encrusting,https://coralnet.ucsd.edu/label/2290/,Hard coral,0,BlFavEnc,False,,False,False
344,Bleached Favia gravida,https://coralnet.ucsd.edu/label/6793/,Hard coral,0,BLEFA,False,,False,False
345,Bleached Favia (Indo-Pacific),https://coralnet.ucsd.edu/label/2495/,Hard coral,59,BFavia,True,Duplicate of Bleached Dipsastraea,False,False
346,Bleached Favia matthai,https://coralnet.ucsd.edu/label/2032/,Hard coral,54,B_FaviaM,False,,False,False
347,Bleached Favia sp.,https://coralnet.ucsd.edu/label/4470/,Hard coral,43,B_Favia,False,,False,False
348,Bleached Favia Sub-massive,https://coralnet.ucsd.edu/label/2289/,Hard coral,27,BlFavSM,False,,False,False
349,Bleached Faviidae,https://coralnet.ucsd.edu/label/5272/,Hard coral,0,B_Favii,False,,False,False
350,Bleached Favites,https://coralnet.ucsd.edu/label/2496/,Hard coral,70,B_Favites,False,,True,False
351,Bleached Favites Encrusting,https://coralnet.ucsd.edu/label/2297/,Hard coral,27,BlFaviEn,False,,False,False
352,Bleached Favites pentagona,https://coralnet.ucsd.edu/label/1763/,Hard coral,51,B_FavPent,False,,False,False
353,Bleached Favites Sub-massive,https://coralnet.ucsd.edu/label/2294/,Hard coral,22,BlFaviSM,False,,False,False
354,Bleached Fungia,https://coralnet.ucsd.edu/label/774/,Hard coral,70,B_Fungia,False,,True,False
355,Bleached Galaxea,https://coralnet.ucsd.edu/label/4783/,Hard coral,53,BGalax,False,,False,False
356,Bleached Gardineroseris,https://coralnet.ucsd.edu/label/2509/,Hard coral,44,BGard,False,,False,False
357,Bleached Goniastrea,https://coralnet.ucsd.edu/label/2497/,Hard coral,55,BGon,False,,False,False
358,Bleached Goniastrea Sub-massive,https://coralnet.ucsd.edu/label/2298/,Hard coral,0,BlGoniSM,False,,False,False
359,Bleached Goniopora,https://coralnet.ucsd.edu/label/224/,Hard coral,57,B_Goniop,False,,True,False
360,Bleached Halomitra,https://coralnet.ucsd.edu/label/4787/,Hard coral,0,BHalo,False,,False,False
361,Bleached Hard Coral,https://coralnet.ucsd.edu/label/119/,Hard coral,81,B_HC,False,,True,False
362,Bleached_Hard Coral,https://coralnet.ucsd.edu/label/3293/,Hard coral,35,HCB,True,Duplicate of Bleached Hard Coral,False,False
363,Bleached Herpolitha,https://coralnet.ucsd.edu/label/4784/,Hard coral,0,BHerpo,False,,False,False
364,Bleached Heteropsammia cochlea,https://coralnet.ucsd.edu/label/2302/,Hard coral,0,BlHetcFL,False,,False,False
365,Bleached Hydnophora,https://coralnet.ucsd.edu/label/4786/,Hard coral,0,BHydno,False,,False,False
366,Bleached Isopora,https://coralnet.ucsd.edu/label/2491/,Hard coral,54,Blisop,False,,False,False
367,Bleached Isopora Columnar,https://coralnet.ucsd.edu/label/2309/,Hard coral,0,BlIsoCol,False,,False,False
368,Bleached Isopora Encrusting,https://coralnet.ucsd.edu/label/2306/,Hard coral,0,BlIsoEnc,False,,False,False
369,Bleached Isopora Sub-Massive,https://coralnet.ucsd.edu/label/2303/,Hard coral,0,BlIsoSM,False,,False,False
370,Bleached Leptastrea,https://coralnet.ucsd.edu/label/3061/,Hard coral,0,B_Leptastr,False,,False,False
371,Bleached Leptastrea purpurea,https://coralnet.ucsd.edu/label/3406/,Hard coral,0,BLLPur,False,,False,False
372,Bleached Leptastrea Sub-Massive,https://coralnet.ucsd.edu/label/2314/,Hard coral,0,BlLepSM,False,,False,False
373,Bleached Leptoria,https://coralnet.ucsd.edu/label/2492/,Hard coral,51,BlLept,False,,False,False
374,Bleached Leptoseris,https://coralnet.ucsd.edu/label/2516/,Hard coral,31,Bleptos,False,,False,False
375,Bleached Leptoseris Branching,https://coralnet.ucsd.edu/label/2319/,Hard coral,0,BlLepBr,False,,False,False
376,Bleached Leptoseris Encrusting,https://coralnet.ucsd.edu/label/2315/,Hard coral,0,BlLepEnc,False,,False,False
377,Bleached Lobactis scutaria,https://coralnet.ucsd.edu/label/3404/,Hard coral,0,B_LobScut,False,,True,False
378,Bleached Lobophyllia sp.,https://coralnet.ucsd.edu/label/777/,Hard coral,67,B_Lobo,False,,False,False
379,Bleached Madracis,https://coralnet.ucsd.edu/label/2411/,Hard coral,14,BMADR,False,,False,False
380,Bleached M. Annularis,https://coralnet.ucsd.edu/label/2250/,Hard coral,0,BMA,False,,False,False
381,Bleached massive,https://coralnet.ucsd.edu/label/4552/,Hard coral,57,BlMa,False,,False,False
382,Bleached massive porites,https://coralnet.ucsd.edu/label/3931/,Hard coral,25,b_prm,True,Duplicate of Bleached Porites (massive),False,False
383,Bleached Meandrina braziliensis,https://coralnet.ucsd.edu/label/6795/,Hard coral,0,BLEMEB,False,,False,False
384,Bleached Merulina,https://coralnet.ucsd.edu/label/209/,Hard coral,61,B_Mer,False,,False,False
385,Bleached Millepora alcicornis,https://coralnet.ucsd.edu/label/6809/,Hard coral,34,BMla,False,,False,False
386,Bleached Millepora braziliensis,https://coralnet.ucsd.edu/label/7046/,Hard coral,18,BMlb,False,,False,False
387,Bleached Montastraea cavernosa,https://coralnet.ucsd.edu/label/6797/,Hard coral,17,BLEMONC,False,,False,False
388,Bleached Montastrea Encrusting,https://coralnet.ucsd.edu/label/2325/,Hard coral,0,BlMonEnc,False,,False,False
389,Bleached Montastrea Sub-Massive,https://coralnet.ucsd.edu/label/2326/,Hard coral,31,BlMonSM,False,,False,False
390,Bleached Montipora,https://coralnet.ucsd.edu/label/212/,Hard coral,75,B_Monti,False,,True,False
391,Bleached Montipora capitata,https://coralnet.ucsd.edu/label/2072/,Hard coral,64,BMCAP,False,,False,False
392,Bleached  Montipora flabellata,https://coralnet.ucsd.edu/label/2075/,Hard coral,35,BMFLA,False,,False,False
393,Bleached Montipora flabellata,https://coralnet.ucsd.edu/label/2186/,Hard coral,68,B_MontiFla,False,,True,False
394,Bleached Montipora patula,https://coralnet.ucsd.edu/label/2073/,Hard coral,50,BMPAT,False,,False,False
395,Bleached Montipora Sub-Massive,https://coralnet.ucsd.edu/label/2330/,Hard coral,0,BlMontSM,False,,False,False
396,Bleached Montipora Tabulate,https://coralnet.ucsd.edu/label/2334/,Hard coral,25,BlMontTbl,False,,False,False
397,Bleached Mussismilia braziliensis,https://coralnet.ucsd.edu/label/6800/,Hard coral,0,BLEMUBR,False,,False,False
398,Bleached Mussismilia harttii,https://coralnet.ucsd.edu/label/6803/,Hard coral,0,BLEMuHa,False,,False,False
399,Bleached Mussismilia hispida,https://coralnet.ucsd.edu/label/6805/,Hard coral,0,BLEMuHi,False,,False,False
400,Bleached Mycedium,https://coralnet.ucsd.edu/label/213/,Hard coral,34,B_Myc,False,,False,False
401,Bleached Orbicella,https://coralnet.ucsd.edu/label/2410/,Hard coral,54,BORB,False,,False,False
402,Bleached Orbicella annularis,https://coralnet.ucsd.edu/label/4914/,Hard coral,43,BL_OrbAnn,False,,False,False
403,Bleached Orbicella faveolata,https://coralnet.ucsd.edu/label/4916/,Hard coral,53,BL_OrbFav,False,,False,False
404,Bleached Orbicella franksi,https://coralnet.ucsd.edu/label/4915/,Hard coral,28,BL_OrbFran,False,,False,False
405,Bleached Other Acropora,https://coralnet.ucsd.edu/label/4621/,Hard coral,53,BOAcro,False,,False,False
406,Bleached Other Corals,https://coralnet.ucsd.edu/label/4566/,Hard coral,62,BleOC,False,,False,False
407,Bleached Oulophyllia,https://coralnet.ucsd.edu/label/4788/,Hard coral,0,BOulo,False,,False,False
408,Bleached Oxypora,https://coralnet.ucsd.edu/label/4907/,Hard coral,0,B_Oxyp,False,,False,False
409,Bleached Pachyseris,https://coralnet.ucsd.edu/label/2503/,Hard coral,45,BPach,False,,False,False
410,Bleached Partial Acanthastrea Sub-massive,https://coralnet.ucsd.edu/label/2259/,Hard coral,0,BlPtAcaSM,False,,False,False
411,Bleached Partial Acropora branching,https://coralnet.ucsd.edu/label/2256/,Hard coral,18,BlPtAcrBra,False,,False,False
412,Bleached Partial Acropora corymbose,https://coralnet.ucsd.edu/label/2258/,Hard coral,25,BlPtAcrCor,False,,False,False
413,Bleached Partial Acropora Digitate,https://coralnet.ucsd.edu/label/2255/,Hard coral,18,BlPtAcrDig,False,,False,False
414,Bleached Partial Acropora Encrusting,https://coralnet.ucsd.edu/label/2254/,Hard coral,0,BlPtAcrEnc,False,,False,False
415,Bleached Partial Acropora tabulate,https://coralnet.ucsd.edu/label/2257/,Hard coral,25,BlPtAcrTbl,False,,False,False
416,Bleached Partial Alveopora Encrusting,https://coralnet.ucsd.edu/label/2263/,Hard coral,0,BlPtAlvEnc,False,,False,False
417,Bleached Partial Alveopora Sub-massive,https://coralnet.ucsd.edu/label/2262/,Hard coral,0,BlPtAlvSM,False,,False,False
418,Bleached Partial Astreopora Encrusting,https://coralnet.ucsd.edu/label/2266/,Hard coral,0,BlPAstrEnc,False,,False,False
419,Bleached Partial Astreopora Sub-Massive,https://coralnet.ucsd.edu/label/2267/,Hard coral,0,BlPAstrSM,False,,False,False
420,Bleached Partial Astreopora Tabulate,https://coralnet.ucsd.edu/label/2270/,Hard coral,22,BlPAstrTab,False,,False,False
421,Bleached Partial Coscinarea Encrusting,https://coralnet.ucsd.edu/label/2281/,Hard coral,0,BlPtCosEnc,False,,False,False
422,Bleached Partial Cyphastrea Sub-Massive,https://coralnet.ucsd.edu/label/2282/,Hard coral,0,BlPtCypSM,False,,False,False
423,Bleached Partial Echinophyllia Encrusting,https://coralnet.ucsd.edu/label/2286/,Hard coral,0,BlPtEchEnc,False,,False,False
